VBELN,POSNR,MATNR,KWMENG,NETPR,NETWR
12623,20,DXTR1000,7,2586.66,18106.6
12624,10,ORMN1000,10,1175.76,11757.62
12624,20,DXTR1000,16,292.08,4673.26
12624,30,DXTR1000,18,137.73,2479.17
12625,10,ORMN1000,16,235.55,3768.85
12625,20,BOTL1000,16,338.38,5414.15
12625,30,PUMP1000,22,78.94,1736.7
12625,40,BOTL1000,24,69.38,1665.09
12626,10,DXTR1000,8,864.96,6919.66
12626,20,ORMN1000,19,417.46,7931.78
12626,30,PUMP1000,5,669.34,3346.69
12627,10,ORMN1000,23,365.38,8403.73
12627,20,PRTR1000,14,986.48,13810.79
12627,30,EPAD1000,9,1235.64,11120.75
12627,40,PUMP1000,9,1845.02,16605.16
12628,10,PUMP1000,18,454.71,8184.81
12628,20,PRTR1000,17,823.61,14001.29
12629,10,ORMN1000,12,6595.63,79147.56
12629,20,DXTR1000,11,5970.5,65675.46
12629,30,DXTR1000,10,5089.11,50891.12
12630,10,ORMN1000,1,28537.44,28537.44
12630,20,DXTR1000,17,1489.69,25324.81
12630,30,DXTR1000,13,2407.73,31300.5
12631,10,PUMP1000,9,567.82,5110.39
12631,20,BOTL1000,9,796.42,7167.81
12631,30,PRTR1000,23,282.7,6502.19
12631,40,PRTR1000,20,397.42,7948.39
12632,10,BOTL1000,11,1346.34,14809.75
12632,20,ORMN1000,2,11434.54,22869.08
12633,10,PUMP1000,17,944.3,16053.11
12633,20,ORMN1000,19,1137.31,21608.96
12633,30,BOTL1000,1,24270.65,24270.65
12633,40,PRTR1000,9,2563.04,23067.35
12634,10,BOTL1000,16,1835.34,29365.5
12634,20,PUMP1000,25,635.34,15883.43
12634,30,BOTL1000,16,3469.06,55505.04
12635,10,BOTL1000,11,830.27,9132.97
12635,20,DXTR1000,7,1063.75,7446.23
12635,30,ORMN1000,22,697.54,15345.94
12635,40,BOTL1000,2,1378.47,2756.94
12636,10,DXTR1000,15,7674.02,115110.28
12637,10,BOTL1000,25,369.56,9239.03
12637,20,BOTL1000,7,1203.27,8422.92
12637,30,ORMN1000,12,1572.59,18871.07
12638,10,PRTR1000,5,1303.8,6519.02
12638,20,EPAD1000,20,233.25,4665.1
12639,10,PUMP1000,16,410.96,6575.33
12639,20,BOTL1000,23,33.16,762.69
12639,30,PRTR1000,7,397.86,2785.0
12639,40,PUMP1000,23,449.58,10340.36
12640,10,PUMP1000,4,1049.93,4199.72
12640,20,BOTL1000,24,273.11,6554.74
12640,30,ORMN1000,10,52.74,527.37
12641,10,ORMN1000,15,596.11,8941.66
12641,20,ORMN1000,8,3964.0,31712.01
12641,30,PUMP1000,22,500.1,11002.1
12641,40,PUMP1000,4,5436.68,21746.7
12642,10,DXTR1000,1,7733.68,7733.68
12642,20,ORMN1000,14,647.06,9058.89
12642,30,PRTR1000,11,930.14,10231.49
12643,10,DXTR1000,1,19458.14,19458.14
12643,20,PRTR1000,8,1642.83,13142.67
12643,30,PUMP1000,10,8452.36,84523.58
12643,40,PRTR1000,24,2923.97,70175.2
12644,10,ORMN1000,9,7613.47,68521.22
12644,20,DXTR1000,2,51852.38,103704.76
12644,30,DXTR1000,10,3374.18,33741.78
12644,40,EPAD1000,4,16594.55,66378.19
12645,10,DXTR1000,5,3214.73,16073.65
12645,20,PRTR1000,1,18410.25,18410.25
12645,30,BOTL1000,10,1708.34,17083.37
12645,40,PUMP1000,20,794.23,15884.55
12646,10,PRTR1000,11,2496.12,27457.35
12646,20,BOTL1000,20,1218.51,24370.25
12646,30,EPAD1000,6,3576.3,21457.77
12647,10,PUMP1000,1,6415.92,6415.92
12647,20,EPAD1000,18,647.26,11650.76
12647,30,PRTR1000,16,327.49,5239.86
12648,10,PUMP1000,22,76.84,1690.37
12648,20,EPAD1000,9,1404.95,12644.56
12648,30,BOTL1000,12,1605.46,19265.47
12649,10,EPAD1000,15,3182.9,47743.47
12649,20,ORMN1000,17,1411.09,23988.53
12649,30,BOTL1000,3,5335.6,16006.8
12649,40,PUMP1000,8,5556.12,44448.95
12650,10,PRTR1000,14,4952.14,69329.95
12650,20,EPAD1000,6,16936.72,101620.35
12651,10,PRTR1000,21,1653.16,34716.33
12651,20,BOTL1000,20,1532.59,30651.89
12652,10,PRTR1000,17,561.15,9539.59
12652,20,DXTR1000,17,661.04,11237.68
12653,10,PUMP1000,14,419.97,5879.59
12653,20,EPAD1000,20,1612.07,32241.32
12653,30,BOTL1000,1,10884.49,10884.49
12654,10,ORMN1000,18,709.99,12779.81
12654,20,PRTR1000,19,1672.65,31780.41
12654,30,BOTL1000,4,5412.9,21651.62
12654,40,PUMP1000,16,1709.7,27355.23
12655,10,ORMN1000,4,1795.53,7182.14
12655,20,PUMP1000,4,1111.77,4447.07
12655,30,EPAD1000,21,1099.19,23083.01
12656,10,PRTR1000,18,376.99,6785.79
12656,20,ORMN1000,1,6939.77,6939.77
12657,10,PRTR1000,11,2237.35,24610.86
12657,20,PUMP1000,16,1378.55,22056.82
12657,30,PRTR1000,18,229.77,4135.84
12657,40,PUMP1000,17,880.56,14969.57
12658,10,BOTL1000,10,14516.34,145163.39
12659,10,PRTR1000,24,326.1,7826.47
12659,20,EPAD1000,3,9282.48,27847.43
12659,30,PUMP1000,9,4904.41,44139.7
12659,40,EPAD1000,14,30.11,421.51
12660,10,BOTL1000,5,209.05,1045.27
12660,20,EPAD1000,18,142.79,2570.23
12660,30,ORMN1000,5,1768.66,8843.31
12660,40,PRTR1000,18,519.15,9344.76
12661,10,PRTR1000,9,2441.54,21973.86
12661,20,PRTR1000,5,19923.68,99618.4
12662,10,PUMP1000,7,4016.07,28112.5
12662,20,PUMP1000,12,2779.68,33356.15
12662,30,BOTL1000,16,178.89,2862.31
12662,40,ORMN1000,3,11055.46,33166.39
12663,10,PRTR1000,2,12726.08,25452.16
12664,10,DXTR1000,10,1097.33,10973.3
12665,10,ORMN1000,3,1579.33,4737.98
12665,20,ORMN1000,1,4552.83,4552.83
12665,30,PUMP1000,4,1415.65,5662.59
12666,10,ORMN1000,1,33324.12,33324.12
12666,20,DXTR1000,1,2772.91,2772.91
12666,30,ORMN1000,10,1940.67,19406.72
12666,40,PRTR1000,12,955.7,11468.38
12667,10,EPAD1000,2,29673.02,59346.03
12667,20,BOTL1000,16,1653.24,26451.82
12667,30,EPAD1000,6,2995.63,17973.77
12668,10,DXTR1000,17,8782.13,149296.18
12668,20,EPAD1000,19,22175.69,421338.17
12669,10,ORMN1000,12,111.1,1333.21
12669,20,PUMP1000,2,1592.87,3185.74
12669,30,EPAD1000,7,593.83,4156.79
12669,40,PUMP1000,13,360.09,4681.12
12670,10,PRTR1000,4,4433.4,17733.58
12670,20,BOTL1000,8,1455.72,11645.8
12670,30,DXTR1000,1,13944.26,13944.26
12671,10,DXTR1000,4,767.91,3071.63
12671,20,DXTR1000,11,150.72,1657.9
12671,30,PUMP1000,14,377.91,5290.77
12671,40,BOTL1000,24,243.29,5839.08
12672,10,EPAD1000,16,2804.86,44877.83
12672,20,EPAD1000,13,1844.64,23980.29
12673,10,PUMP1000,3,7171.33,21514.0
12673,20,BOTL1000,20,1072.91,21458.2
12674,10,EPAD1000,16,1382.57,22121.15
12674,20,DXTR1000,15,1074.68,16120.22
12674,30,ORMN1000,23,403.53,9281.27
12674,40,ORMN1000,3,8078.39,24235.17
12675,10,PRTR1000,3,15116.14,45348.41
12676,10,EPAD1000,11,805.14,8856.5
12676,20,BOTL1000,20,191.35,3826.93
12676,30,ORMN1000,8,7189.69,57517.54
12677,10,DXTR1000,6,2788.22,16729.33
12678,10,ORMN1000,9,3077.85,27700.68
12678,20,PUMP1000,16,2538.14,40610.31
12678,30,ORMN1000,19,923.66,17549.58
12679,10,DXTR1000,15,67.69,1015.35
12679,20,DXTR1000,25,376.58,9414.38
12679,30,BOTL1000,17,43.04,731.66
12679,40,PUMP1000,6,901.27,5407.59
12680,10,PRTR1000,4,2217.63,8870.52
12680,20,PUMP1000,12,840.92,10091.04
12680,30,PRTR1000,8,1071.19,8569.55
12681,10,ORMN1000,19,45.41,862.77
12681,20,PUMP1000,22,2870.31,63146.71
12682,10,EPAD1000,8,14931.99,119455.92
12683,10,PUMP1000,10,2061.32,20613.2
12684,10,PRTR1000,1,11738.05,11738.05
12684,20,BOTL1000,2,7474.05,14948.1
12684,30,DXTR1000,6,820.88,4925.27
12685,10,PUMP1000,21,631.22,13255.58
12686,10,PRTR1000,14,5141.54,71981.59
12686,20,PUMP1000,22,4428.92,97436.21
12687,10,PUMP1000,25,487.34,12183.52
12687,20,PUMP1000,16,1058.62,16937.99
12687,30,ORMN1000,11,2371.53,26086.79
12688,10,BOTL1000,6,3942.84,23657.05
12688,20,ORMN1000,23,468.07,10765.62
12689,10,PUMP1000,11,184.02,2024.24
12689,20,DXTR1000,6,3479.03,20874.16
12689,30,DXTR1000,24,1239.89,29757.43
12690,10,EPAD1000,23,4517.51,103902.64
12691,10,DXTR1000,9,6126.11,55134.97
12691,20,PUMP1000,24,609.85,14636.44
12691,30,BOTL1000,21,3213.83,67490.48
12691,40,DXTR1000,2,15438.9,30877.79
12692,10,BOTL1000,14,533.49,7468.89
12692,20,DXTR1000,10,1494.93,14949.3
12692,30,PUMP1000,18,695.02,12510.41
12693,10,BOTL1000,2,8824.3,17648.6
12693,20,ORMN1000,1,18244.5,18244.5
12693,30,ORMN1000,18,321.5,5787.02
12693,40,DXTR1000,17,662.99,11270.78
12694,10,ORMN1000,19,953.58,18118.03
12694,20,ORMN1000,14,2365.47,33116.6
12695,10,BOTL1000,23,259.88,5977.18
12695,20,PRTR1000,1,7127.43,7127.43
12695,30,ORMN1000,11,625.87,6884.58
12695,40,EPAD1000,7,492.83,3449.84
12696,10,BOTL1000,14,837.81,11729.35
12696,20,EPAD1000,17,2648.65,45027.1
12697,10,ORMN1000,25,863.21,21580.18
12697,20,EPAD1000,24,669.16,16059.87
12697,30,EPAD1000,9,1717.19,15454.72
12698,10,PRTR1000,13,2127.57,27658.4
12699,10,PRTR1000,18,224.29,4037.28
12699,20,BOTL1000,25,222.56,5564.0
12699,30,DXTR1000,2,89.09,178.19
12700,10,EPAD1000,6,5142.92,30857.54
12700,20,BOTL1000,10,1433.8,14337.96
12700,30,PUMP1000,19,939.23,17845.44
12700,40,PRTR1000,16,1032.79,16524.67
12701,10,DXTR1000,7,7545.75,52820.25
12702,10,EPAD1000,19,826.67,15706.77
12702,20,ORMN1000,20,495.92,9918.45
12702,30,PRTR1000,12,337.65,4051.76
12703,10,BOTL1000,4,11259.2,45036.79
12703,20,EPAD1000,16,1503.2,24051.17
12703,30,PUMP1000,12,2802.24,33626.93
12703,40,BOTL1000,17,2239.28,38067.83
12704,10,ORMN1000,6,5281.5,31688.99
12704,20,PUMP1000,4,8495.19,33980.76
12704,30,DXTR1000,23,237.01,5451.16
12704,40,PRTR1000,7,5839.67,40877.68
12705,10,ORMN1000,19,479.06,9102.2
12705,20,EPAD1000,3,4798.09,14394.26
12705,30,ORMN1000,18,1055.61,19000.99
12705,40,EPAD1000,2,481.06,962.13
12706,10,PUMP1000,16,3335.22,53363.59
12707,10,DXTR1000,14,1608.78,22522.86
12707,20,PUMP1000,20,327.29,6545.75
12708,10,BOTL1000,21,1733.99,36413.69
12709,10,ORMN1000,13,9804.25,127455.23
12709,20,DXTR1000,4,566.38,2265.51
12710,10,PRTR1000,3,2215.3,6645.91
12710,20,EPAD1000,21,6.77,142.2
12710,30,PUMP1000,12,791.95,9503.37
12710,40,PRTR1000,19,65.56,1245.7
12711,10,ORMN1000,2,3602.3,7204.59
12711,20,EPAD1000,2,18869.06,37738.12
12711,30,BOTL1000,19,479.01,9101.19
12711,40,PUMP1000,6,2568.03,15408.15
12712,10,PRTR1000,7,2536.14,17752.98
12713,10,EPAD1000,2,46954.1,93908.2
12714,10,DXTR1000,15,2093.22,31398.33
12714,20,DXTR1000,6,3579.14,21474.86
12714,30,PRTR1000,4,11479.72,45918.89
12714,40,BOTL1000,21,28.58,600.17
12715,10,BOTL1000,1,14135.31,14135.31
12715,20,BOTL1000,8,1547.6,12380.78
12715,30,PUMP1000,15,882.15,13232.28
12715,40,PUMP1000,4,3693.87,14775.48
12716,10,BOTL1000,10,1022.19,10221.9
12716,20,DXTR1000,15,607.87,9118.04
12716,30,ORMN1000,7,1680.04,11760.28
12717,10,PRTR1000,25,4584.8,114620.09
12718,10,BOTL1000,10,1932.42,19324.17
12718,20,ORMN1000,25,556.83,13920.79
12718,30,PRTR1000,12,1116.99,13403.91
12718,40,ORMN1000,5,894.41,4472.03
12719,10,DXTR1000,25,114.48,2862.01
12719,20,EPAD1000,24,192.04,4608.85
12719,30,ORMN1000,9,534.11,4806.99
12719,40,DXTR1000,20,1.72,34.31
12720,10,DXTR1000,15,606.11,9091.64
12720,20,PUMP1000,19,564.75,10730.33
12720,30,ORMN1000,2,18145.36,36290.71
12721,10,PRTR1000,22,1739.25,38263.43
12721,20,PUMP1000,3,1858.21,5574.63
12721,30,ORMN1000,12,1723.06,20676.71
12721,40,DXTR1000,10,3813.93,38139.32
12722,10,BOTL1000,20,928.27,18565.31
12722,20,DXTR1000,20,404.64,8092.86
12722,30,PRTR1000,11,903.91,9942.99
12722,40,BOTL1000,14,586.55,8211.7
12723,10,EPAD1000,17,2288.75,38908.73
12724,10,BOTL1000,14,2755.83,38581.58
12725,10,DXTR1000,25,2038.95,50973.84
12725,20,EPAD1000,10,2803.37,28033.7
12725,30,BOTL1000,12,1943.1,23317.15
12726,10,EPAD1000,20,3303.84,66076.85
12726,20,DXTR1000,8,10547.74,84381.92
12727,10,EPAD1000,24,968.8,23251.13
12727,20,PRTR1000,4,8475.55,33902.18
12727,30,PRTR1000,3,8466.78,25400.33
12727,40,BOTL1000,14,808.92,11324.84
12728,10,DXTR1000,23,176.54,4060.45
12728,20,EPAD1000,19,38.95,740.07
12729,10,PUMP1000,16,518.29,8292.63
12729,20,PUMP1000,10,41.16,411.63
12729,30,PUMP1000,19,174.21,3309.9
12729,40,PUMP1000,20,321.93,6438.61
12730,10,PRTR1000,1,22779.86,22779.86
12730,20,DXTR1000,19,1261.06,23960.14
12730,30,EPAD1000,7,369.39,2585.72
12731,10,BOTL1000,4,12340.92,49363.68
12731,20,PUMP1000,24,1129.26,27102.24
12731,30,BOTL1000,24,3288.73,78929.55
12731,40,BOTL1000,8,5903.04,47224.35
12732,10,BOTL1000,16,2153.91,34462.51
12732,20,EPAD1000,18,2196.66,39539.95
12732,30,DXTR1000,18,539.23,9706.1
12732,40,DXTR1000,3,11643.64,34930.93
12733,10,PUMP1000,18,970.68,17472.3
12733,20,PUMP1000,12,3448.15,41377.84
12734,10,EPAD1000,6,142.17,853.02
12734,20,PRTR1000,3,3532.49,10597.47
12735,10,EPAD1000,22,193.62,4259.55
12735,20,PRTR1000,1,586.6,586.6
12735,30,EPAD1000,22,882.45,19413.81
12735,40,PUMP1000,22,1101.72,24237.77
12736,10,BOTL1000,21,34.12,716.6
12736,20,PRTR1000,16,93.6,1497.61
12737,10,ORMN1000,20,1181.45,23629.07
12737,20,DXTR1000,7,4719.73,33038.13
12737,30,DXTR1000,5,445.53,2227.64
12738,10,DXTR1000,10,2503.02,25030.22
12738,20,BOTL1000,8,10163.05,81304.42
12739,10,EPAD1000,7,28531.1,199717.7
12739,20,EPAD1000,19,638.27,12127.22
12740,10,BOTL1000,10,4666.69,46666.86
12741,10,EPAD1000,23,506.01,11638.18
12742,10,ORMN1000,9,4102.99,36926.94
12742,20,ORMN1000,10,8571.93,85719.33
12742,30,PRTR1000,21,14840.05,311640.95
12743,10,EPAD1000,14,1694.74,23726.33
12743,20,PRTR1000,15,3145.78,47186.72
12743,30,DXTR1000,7,8152.13,57064.91
12743,40,EPAD1000,13,280.7,3649.04
12744,10,PRTR1000,3,5420.93,16262.8
12744,20,DXTR1000,13,530.77,6899.95
12744,30,EPAD1000,7,1946.41,13624.9
12745,10,PRTR1000,1,29156.57,29156.57
12746,10,EPAD1000,18,1099.17,19785.03
12746,20,PUMP1000,21,834.74,17529.52
12747,10,EPAD1000,2,400802.28,801604.57
12747,20,DXTR1000,3,19692.45,59077.36
12748,10,BOTL1000,4,478.44,1913.74
12748,20,BOTL1000,15,149.43,2241.45
12748,30,DXTR1000,14,83.71,1171.9
12748,40,PUMP1000,21,114.06,2395.3
12749,10,EPAD1000,22,4468.43,98305.42
12749,20,DXTR1000,1,130212.65,130212.65
12749,30,ORMN1000,2,8343.78,16687.55
12750,10,PRTR1000,21,53.36,1120.63
12750,20,PUMP1000,1,2529.89,2529.89
12750,30,EPAD1000,3,198.83,596.48
12750,40,DXTR1000,25,98.11,2452.85
12751,10,BOTL1000,11,82441.57,906857.31
12752,10,EPAD1000,15,888.25,13323.82
12752,20,PRTR1000,22,1006.95,22152.88
12753,10,ORMN1000,25,2245.79,56144.64
12753,20,PUMP1000,17,2034.88,34593.03
12754,10,PRTR1000,24,3445.25,82686.05
12754,20,ORMN1000,24,407.5,9780.04
12754,30,BOTL1000,10,1372.2,13721.97
12755,10,PUMP1000,24,766.05,18385.31
12755,20,PRTR1000,19,711.95,13527.03
12755,30,EPAD1000,9,1071.72,9645.45
12756,10,EPAD1000,23,157.61,3624.94
12756,20,DXTR1000,20,451.32,9026.45
12756,30,PRTR1000,20,522.04,10440.84
12756,40,EPAD1000,21,165.83,3482.38
12757,10,ORMN1000,2,2621.91,5243.82
12757,20,PUMP1000,15,363.41,5451.15
12758,10,EPAD1000,6,5400.92,32405.51
12759,10,BOTL1000,15,946.41,14196.17
12759,20,EPAD1000,3,4013.35,12040.06
12759,30,PRTR1000,4,2862.51,11450.03
12759,40,EPAD1000,4,739.33,2957.33
12760,10,BOTL1000,7,8461.62,59231.36
12761,10,EPAD1000,22,4354.26,95793.71
12762,10,DXTR1000,2,67594.93,135189.87
12762,20,PUMP1000,15,10643.78,159656.75
12762,30,PUMP1000,3,63216.01,189648.03
12763,10,PRTR1000,3,3229.93,9689.8
12763,20,PUMP1000,8,805.99,6447.89
12764,10,ORMN1000,11,559.26,6151.82
12764,20,EPAD1000,19,933.37,17734.01
12765,10,PRTR1000,24,4776.78,114642.73
12766,10,PUMP1000,12,635.13,7621.57
12766,20,EPAD1000,7,605.16,4236.1
12767,10,BOTL1000,2,52055.44,104110.88
12768,10,DXTR1000,15,803.85,12057.78
12768,20,PUMP1000,19,643.13,12219.54
12768,30,ORMN1000,23,305.82,7033.75
12768,40,EPAD1000,25,337.44,8436.03
12769,10,PUMP1000,2,40725.01,81450.02
12770,10,BOTL1000,2,47434.98,94869.96
12770,20,DXTR1000,4,1554.21,6216.85
12771,10,PRTR1000,11,1952.13,21473.38
12772,10,DXTR1000,10,1223.93,12239.27
12772,20,DXTR1000,13,647.73,8420.5
12772,30,PUMP1000,13,825.28,10728.58
12772,40,PUMP1000,7,633.13,4431.89
12773,10,BOTL1000,7,26876.16,188133.1
12773,20,EPAD1000,14,14029.96,196419.44
12774,10,BOTL1000,20,878.16,17563.2
12774,20,ORMN1000,12,1080.84,12970.07
12774,30,EPAD1000,1,15286.62,15286.62
12774,40,DXTR1000,22,159.71,3513.68
12775,10,PUMP1000,20,374.98,7499.51
12775,20,EPAD1000,4,1920.81,7683.26
12775,30,DXTR1000,6,173.12,1038.72
12776,10,PUMP1000,17,304.54,5177.14
12776,20,PRTR1000,5,1064.43,5322.13
12776,30,DXTR1000,22,205.45,4519.85
12777,10,EPAD1000,21,1139.42,23927.84
12777,20,EPAD1000,18,1037.57,18676.27
12777,30,ORMN1000,4,26.27,105.1
12778,10,EPAD1000,23,126.9,2918.79
12778,20,ORMN1000,3,2014.31,6042.92
12778,30,PUMP1000,12,2346.37,28156.4
12778,40,EPAD1000,12,1148.29,13779.43
12779,10,EPAD1000,15,116.18,1742.71
12779,20,ORMN1000,12,10053.3,120639.56
12779,30,ORMN1000,2,60679.33,121358.67
12780,10,EPAD1000,10,214.54,2145.44
12780,20,BOTL1000,10,2872.57,28725.72
12780,30,DXTR1000,8,683.53,5468.28
12780,40,PRTR1000,20,772.72,15454.36
12781,10,EPAD1000,14,7220.16,101082.31
12782,10,PUMP1000,23,5122.53,117818.08
12783,10,BOTL1000,23,246.87,5678.0
12783,20,PUMP1000,6,1938.25,11629.5
12783,30,PRTR1000,23,179.5,4128.45
12783,40,ORMN1000,6,5428.28,32569.67
12784,10,PUMP1000,11,1306.4,14370.41
12784,20,EPAD1000,6,1620.39,9722.35
12784,30,DXTR1000,15,720.99,10814.85
12785,10,ORMN1000,3,5534.4,16603.2
12786,10,EPAD1000,14,3994.49,55922.87
12787,10,PRTR1000,3,5081.31,15243.93
12787,20,PRTR1000,12,1906.49,22877.9
12788,10,ORMN1000,8,3247.05,25976.39
12788,20,PUMP1000,3,11136.91,33410.72
12789,10,PUMP1000,23,126.91,2918.91
12789,20,BOTL1000,16,2084.48,33351.64
12789,30,BOTL1000,15,2694.98,40424.76
12790,10,BOTL1000,22,108.42,2385.3
12790,20,ORMN1000,18,632.24,11380.26
12790,30,BOTL1000,6,2297.04,13782.22
12791,10,PUMP1000,9,5881.52,52933.71
12791,20,DXTR1000,15,5357.29,80359.32
12792,10,PRTR1000,7,903.37,6323.6
12792,20,ORMN1000,19,1297.16,24646.06
12792,30,BOTL1000,21,1073.58,22545.09
12792,40,PUMP1000,11,1377.16,15148.79
12793,10,BOTL1000,2,6106.29,12212.58
12793,20,EPAD1000,3,2082.64,6247.91
12793,30,PRTR1000,6,549.53,3297.21
12793,40,BOTL1000,12,1081.14,12973.66
12794,10,BOTL1000,24,1531.74,36761.81
12795,10,PRTR1000,6,477.06,2862.37
12795,20,EPAD1000,22,493.03,10846.67
12795,30,BOTL1000,10,1318.75,13187.51
12795,40,EPAD1000,11,1751.33,19264.67
12796,10,BOTL1000,16,11863.0,189808.01
12797,10,PRTR1000,14,1471.76,20604.65
12797,20,DXTR1000,5,487.42,2437.11
12797,30,PUMP1000,14,1543.56,21609.82
12798,10,EPAD1000,13,1427.9,18562.74
12798,20,PRTR1000,2,37172.04,74344.08
12799,10,ORMN1000,12,192.45,2309.36
12799,20,ORMN1000,5,1267.5,6337.51
12799,30,PUMP1000,8,771.48,6171.86
12799,40,PUMP1000,8,616.13,4929.0
12800,10,DXTR1000,8,1780.57,14244.55
12800,20,BOTL1000,21,655.69,13769.5
12800,30,PUMP1000,22,841.79,18519.37
12800,40,EPAD1000,3,6474.33,19422.99
12801,10,PRTR1000,5,5290.55,26452.73
12801,20,EPAD1000,1,52345.09,52345.09
12801,30,ORMN1000,10,3037.88,30378.84
12802,10,ORMN1000,23,1229.27,28273.18
12802,20,PUMP1000,4,6539.0,26156.01
12802,30,PRTR1000,5,1721.87,8609.33
12803,10,EPAD1000,18,1116.72,20101.05
12804,10,DXTR1000,18,14148.01,254664.12
12805,10,BOTL1000,13,837.41,10886.37
12805,20,EPAD1000,16,147.05,2352.75
12805,30,PRTR1000,11,601.65,6618.13
12806,10,DXTR1000,9,3008.83,27079.47
12806,20,EPAD1000,12,1005.58,12066.98
12806,30,BOTL1000,9,4094.71,36852.38
12807,10,PRTR1000,13,4406.1,57279.35
12808,10,BOTL1000,10,20475.1,204751.0
12809,10,DXTR1000,4,42887.68,171550.73
12809,20,BOTL1000,8,7987.09,63896.71
12809,30,ORMN1000,15,4325.54,64883.08
12810,10,DXTR1000,20,11.0,219.96
12810,20,DXTR1000,5,114.13,570.67
12810,30,ORMN1000,2,384.69,769.37
12810,40,PRTR1000,7,126.46,885.22
12811,10,DXTR1000,10,659.12,6591.17
12812,10,BOTL1000,15,1777.75,26666.26
12813,10,ORMN1000,13,65.82,855.65
12813,20,DXTR1000,22,59.1,1300.16
12813,30,DXTR1000,19,35.34,671.42
12813,40,DXTR1000,23,44.94,1033.51
12814,10,EPAD1000,7,365.36,2557.52
12814,20,EPAD1000,19,293.47,5576.02
12814,30,ORMN1000,17,492.03,8364.51
12814,40,PUMP1000,16,501.09,8017.4
12815,10,ORMN1000,17,9110.5,154878.52
12816,10,DXTR1000,2,1522.54,3045.08
12816,20,PRTR1000,10,2402.25,24022.51
12816,30,PUMP1000,12,2037.86,24454.28
12816,40,EPAD1000,5,7872.72,39363.6
12817,10,ORMN1000,24,135.08,3241.83
12817,20,PUMP1000,21,145.48,3055.17
12817,30,DXTR1000,4,1194.16,4776.63
12817,40,ORMN1000,15,113.0,1695.05
12818,10,BOTL1000,1,7447.31,7447.31
12818,20,PUMP1000,4,1613.19,6452.76
12818,30,DXTR1000,9,2356.1,21204.88
12819,10,BOTL1000,4,6974.0,27896.0
12820,10,EPAD1000,19,215.78,4099.73
12820,20,ORMN1000,1,1751.22,1751.22
12820,30,PUMP1000,7,118.62,830.37
12820,40,PUMP1000,22,243.7,5361.3
12821,10,BOTL1000,17,965.06,16405.94
12821,20,ORMN1000,16,1086.12,17377.86
12821,30,BOTL1000,10,1932.41,19324.13
12821,40,BOTL1000,6,1062.71,6376.24
12822,10,PRTR1000,25,681.32,17033.12
12822,20,PRTR1000,10,1447.06,14470.6
12822,30,EPAD1000,25,201.16,5029.1
12823,10,PRTR1000,17,803.46,13658.79
12823,20,PUMP1000,18,1094.96,19709.28
12823,30,EPAD1000,14,607.5,8504.95
12823,40,PUMP1000,8,3354.41,26835.26
12824,10,PRTR1000,19,3241.42,61587.05
12825,10,ORMN1000,25,2008.04,50200.95
12826,10,DXTR1000,1,50148.45,50148.45
12826,20,PRTR1000,11,166.04,1826.39
12826,30,PUMP1000,23,1954.0,44942.1
12827,10,DXTR1000,22,490.58,10792.72
12827,20,EPAD1000,24,320.74,7697.68
12827,30,ORMN1000,21,113.09,2374.83
12828,10,PUMP1000,4,2508.93,10035.74
12828,20,ORMN1000,7,1208.91,8462.34
12828,30,DXTR1000,18,335.19,6033.33
12828,40,BOTL1000,20,150.48,3009.51
12829,10,EPAD1000,13,1354.16,17604.11
12829,20,PRTR1000,21,601.05,12621.96
12829,30,EPAD1000,24,587.27,14094.4
12830,10,DXTR1000,4,3452.7,13810.82
12831,10,BOTL1000,10,758.54,7585.42
12831,20,EPAD1000,2,17939.07,35878.14
12831,30,PUMP1000,9,907.13,8164.2
12832,10,ORMN1000,3,317.33,952.0
12832,20,PUMP1000,24,187.59,4502.24
12832,30,DXTR1000,1,3971.03,3971.03
12832,40,DXTR1000,20,173.77,3475.45
12833,10,DXTR1000,8,485.01,3880.05
12833,20,PUMP1000,7,577.24,4040.7
12833,30,BOTL1000,18,52.75,949.53
12834,10,BOTL1000,21,1120.21,23524.38
12834,20,ORMN1000,23,1205.22,27720.12
12834,30,EPAD1000,8,5359.7,42877.57
12835,10,PRTR1000,8,917.46,7339.71
12835,20,BOTL1000,15,205.12,3076.87
12835,30,BOTL1000,4,838.87,3355.49
12836,10,DXTR1000,11,5607.8,61685.84
12837,10,EPAD1000,14,276.71,3873.98
12837,20,PRTR1000,12,424.4,5092.8
12838,10,DXTR1000,18,737.47,13274.41
12838,20,PUMP1000,8,589.53,4716.23
12839,10,ORMN1000,5,33082.48,165412.38
12840,10,BOTL1000,9,15.0,135.01
12840,20,PUMP1000,23,379.28,8723.55
12841,10,PUMP1000,22,1757.42,38663.33
12841,20,PUMP1000,3,10994.93,32984.8
12841,30,PRTR1000,7,7380.83,51665.8
12841,40,PUMP1000,6,8001.63,48009.81
12842,10,DXTR1000,16,1352.23,21635.75
12843,10,PRTR1000,9,27525.08,247725.73
12844,10,ORMN1000,18,579.48,10430.61
12844,20,BOTL1000,25,614.98,15374.55
12844,30,PUMP1000,17,1513.22,25724.71
12845,10,BOTL1000,12,6398.22,76778.69
12846,10,DXTR1000,24,1068.69,25648.52
12847,10,DXTR1000,6,8489.22,50935.33
12847,20,PRTR1000,9,1503.31,13529.78
12848,10,DXTR1000,9,324.06,2916.58
