MANDT,KUNNR,VKORG,VTWEG,SPART,ERDAT
311,1314,UW00,WH,BI,2022-10-28
311,1315,UW00,WH,BI,2022-01-02
311,1316,UW00,BI,BI,2022-02-27
311,1317,UW00,WH,BI,2022-02-04
311,1318,UW00,BI,BI,2022-01-06
311,1319,UW00,WH,BI,2022-12-28
311,1320,UW00,WH,BI,2022-01-11
311,1321,UW00,WH,BI,2022-01-05
311,1322,UW00,WH,BI,2022-02-21
311,1323,UW00,BI,BI,2023-09-14
311,1324,UW00,WH,BI,2022-02-12
311,1325,UW00,BI,BI,2022-02-02
311,1326,UW00,BI,BI,2022-02-01
311,1327,UW00,WH,BI,2022-02-01
311,1328,UW00,BI,BI,2022-01-15
311,1329,UW00,BI,BI,2022-02-07
311,1330,UW00,BI,BI,2022-03-19
311,1331,UW00,WH,BI,2022-01-16
311,1332,UW00,WH,BI,2022-02-23
311,1333,UW00,BI,BI,2022-03-01
311,1334,UW00,BI,BI,2022-01-08
311,1335,UW00,WH,BI,2022-01-13
311,1336,UW00,BI,BI,2022-01-07
311,1337,UW00,BI,BI,2022-02-19
311,1338,UW00,BI,BI,2022-01-07
311,1339,UW00,BI,BI,2022-02-03
311,1340,UW00,BI,BI,2022-01-23
311,1341,UW00,BI,BI,2022-07-01
311,1342,UW00,WH,BI,2022-01-28
311,1343,UW00,WH,BI,2022-02-01
311,1344,UW00,WH,BI,2022-01-26
311,1345,UW00,BI,BI,2022-01-28
311,1346,UW00,WH,BI,2022-10-09
311,1347,UW00,BI,BI,2022-10-04
311,1348,UW00,BI,BI,2022-01-24
311,1349,UW00,WH,BI,2022-03-07
311,1350,UW00,WH,BI,2022-01-04
311,1351,UW00,BI,BI,2022-03-13
311,1352,UW00,WH,BI,2022-09-04
311,1353,UW00,WH,BI,2022-02-19
311,1354,UW00,BI,BI,2022-01-04
311,1355,UW00,BI,BI,2022-02-11
311,1356,UW00,WH,BI,2022-03-19
311,1357,UW00,BI,BI,2022-03-02
311,1358,UW00,WH,BI,2022-03-18
311,1359,UW00,WH,BI,2022-02-11
311,1360,UW00,BI,BI,2022-03-15
311,1361,UW00,BI,BI,2022-01-21
311,1362,UW00,WH,BI,2022-04-08
311,1363,UW00,BI,BI,2022-01-17
311,1364,UW00,WH,BI,2022-04-30
311,1365,UW00,BI,BI,2022-05-06
311,1366,UW00,BI,BI,2022-01-10
311,1367,UW00,WH,BI,2022-02-10
311,1368,UW00,BI,BI,2022-02-17
311,1369,UW00,WH,BI,2022-01-08
311,1370,UW00,BI,BI,2022-01-09
311,1371,UW00,WH,BI,2022-01-23
311,1372,UW00,WH,BI,2022-04-06
311,1373,UW00,BI,BI,2022-01-06
311,1374,UW00,WH,BI,2022-09-18
311,1375,UW00,BI,BI,2022-01-04
311,1376,UW00,WH,BI,2022-01-12
311,1377,UW00,WH,BI,2022-01-08
311,1378,UW00,WH,BI,2022-03-07
311,1379,UW00,BI,BI,2022-01-19
311,1380,UW00,BI,BI,2022-01-26
311,1381,UW00,WH,BI,2022-01-12
311,1382,UW00,BI,BI,2022-08-23
311,1383,UW00,BI,BI,2022-01-02
311,1384,UW00,WH,BI,2022-01-15
311,1385,UW00,WH,BI,2022-04-09
311,1386,UW00,WH,BI,2022-05-23
311,1387,UW00,BI,BI,2022-04-26
311,1388,UW00,WH,BI,2022-01-04
311,1389,UW00,WH,BI,2022-05-06
311,1390,UW00,BI,BI,2022-04-03
311,1391,UW00,WH,BI,2023-06-23
311,1392,UW00,BI,BI,2022-01-10
311,1393,UW00,WH,BI,2022-01-24
311,1394,UW00,BI,BI,2022-01-30
311,1395,UW00,WH,BI,2022-06-26
311,1396,UW00,WH,BI,2022-03-07
311,1397,UW00,WH,BI,2022-01-11
311,1398,UW00,BI,BI,2022-01-15
311,1399,UW00,BI,BI,2022-07-22
311,1400,UW00,WH,BI,2022-01-08
311,1401,UW00,WH,BI,2022-06-30
311,1402,UW00,BI,BI,2022-02-02
311,1403,UW00,WH,BI,2022-01-11
311,1404,UW00,WH,BI,2022-01-18
311,1405,UW00,WH,BI,2022-02-16
311,1406,UW00,BI,BI,2022-02-17
311,1407,UW00,BI,BI,2022-03-29
311,1408,UW00,WH,BI,2022-02-12
311,1409,UW00,BI,BI,2022-01-15
311,1410,UW00,WH,BI,2022-05-08
311,1411,UW00,BI,BI,2022-01-07
311,1412,UW00,WH,BI,2022-04-03
311,1413,UW00,WH,BI,2022-01-01
311,1414,UW00,BI,BI,2022-08-23
311,1415,UW00,WH,BI,2022-02-04
311,1416,UW00,WH,BI,2022-02-12
311,1417,UW00,BI,BI,2022-01-30
311,1418,UW00,BI,BI,2022-01-27
311,1419,UW00,WH,BI,2022-01-22
311,1420,UW00,BI,BI,2022-01-25
311,1421,UW00,BI,BI,2022-01-08
311,1422,UW00,BI,BI,2022-02-20
311,1423,UW00,WH,BI,2022-03-14
311,1424,UW00,BI,BI,2022-01-28
311,1425,UW00,WH,BI,2022-01-18
311,1426,UW00,BI,BI,2022-08-01
311,1427,UW00,WH,BI,2022-02-20
311,1428,UW00,WH,BI,2022-01-02
311,1429,UW00,BI,BI,2022-01-15
311,1430,UW00,WH,BI,2022-03-01
311,1431,UW00,WH,BI,2022-05-29
311,1432,UW00,BI,BI,2022-01-16
311,1433,UW00,BI,BI,2022-04-02
311,1434,UW00,WH,BI,2022-06-05
311,1435,UW00,BI,BI,2022-01-01
311,1436,UW00,BI,BI,2022-02-16
311,1437,UW00,WH,BI,2022-01-03
311,1438,UW00,WH,BI,2022-03-03
311,1439,UW00,WH,BI,2022-01-07
311,1440,UW00,BI,BI,2022-01-05
311,1441,UW00,WH,BI,2022-02-10
311,1442,UW00,BI,BI,2022-02-07
311,1443,UW00,WH,BI,2022-03-22
311,1444,UW00,WH,BI,2022-04-09
311,1445,UW00,WH,BI,2022-05-09
311,1446,UW00,WH,BI,2022-03-24
311,1447,UW00,BI,BI,2022-01-14
311,1448,UW00,BI,BI,2023-05-19
311,1449,UW00,BI,BI,2022-01-18
311,1450,UW00,BI,BI,2022-12-21
311,1451,UW00,BI,BI,2022-03-09
311,1452,UW00,WH,BI,2022-03-18
311,1453,UW00,WH,BI,2022-02-01
311,1454,UW00,BI,BI,2022-01-17
311,1455,UW00,BI,BI,2022-01-23
311,1456,UW00,WH,BI,2022-02-06
311,1457,UW00,BI,BI,2022-10-19
311,1458,UW00,BI,BI,2022-01-26
311,1459,UW00,WH,BI,2022-07-18
311,1460,UW00,BI,BI,2022-01-11
311,1461,UW00,BI,BI,2022-01-01
311,1462,UW00,BI,BI,2022-01-30
311,1463,UW00,BI,BI,2022-04-18
311,1464,UW00,BI,BI,2022-01-06
311,1465,UW00,BI,BI,2022-01-07
311,1466,UW00,WH,BI,2022-05-23
311,1467,UW00,BI,BI,2022-04-12
311,1468,UW00,BI,BI,2022-05-08
311,1469,UW00,BI,BI,2022-07-18
311,1470,UW00,BI,BI,2022-01-05
311,1471,UW00,WH,BI,2022-04-27
311,1472,UW00,BI,BI,2022-03-26
311,1473,UW00,WH,BI,2022-04-17
311,1474,UW00,BI,BI,2022-02-15
311,1475,UW00,WH,BI,2022-01-06
311,1476,UW00,BI,BI,2022-01-09
311,1477,UW00,BI,BI,2022-01-30
311,1478,UW00,WH,BI,2022-01-15
311,1479,UW00,WH,BI,2022-02-11
311,1480,UW00,BI,BI,2022-01-01
311,1481,UW00,BI,BI,2023-01-09
311,1482,UW00,BI,BI,2022-01-26
311,1483,UW00,BI,BI,2023-06-26
311,1484,UW00,BI,BI,2022-01-31
311,1485,UW00,WH,BI,2022-04-06
311,1486,UW00,BI,BI,2022-03-20
311,1487,UW00,BI,BI,2022-02-09
311,1488,UW00,BI,BI,2022-01-03
311,1489,UW00,WH,BI,2022-02-18
311,1490,UW00,BI,BI,2022-05-10
311,1491,UW00,BI,BI,2022-03-22
311,1492,UW00,BI,BI,2022-02-11
311,1493,UW00,WH,BI,2022-01-25
311,1494,UW00,WH,BI,2022-01-15
311,1495,UW00,BI,BI,2022-02-05
311,1496,UW00,BI,BI,2022-01-12
311,1497,UW00,WH,BI,2022-02-10
311,1498,UW00,WH,BI,2022-01-26
311,1499,UW00,WH,BI,2022-01-06
311,1500,UW00,BI,BI,2022-01-24
311,1501,UW00,WH,BI,2022-03-08
311,1502,UW00,WH,BI,2022-01-10
311,1503,UW00,WH,BI,2022-02-05
311,1504,UW00,WH,BI,2022-01-08
311,1505,UW00,BI,BI,2022-01-09
311,1506,UW00,BI,BI,2022-08-20
311,1507,UW00,BI,BI,2022-02-02
311,1508,UW00,WH,BI,2022-02-05
311,1509,UW00,WH,BI,2022-02-11
311,1510,UW00,BI,BI,2022-04-10
311,1511,UW00,BI,BI,2022-04-01
311,1512,UW00,BI,BI,2022-01-07
311,1513,UW00,BI,BI,2022-02-03
311,1514,UW00,WH,BI,2022-01-14
311,1515,UW00,WH,BI,2022-02-23
311,1516,UW00,BI,BI,2022-03-08
311,1517,UW00,BI,BI,2022-03-07
311,1518,UW00,BI,BI,2022-04-11
311,1519,UW00,BI,BI,2022-01-03
311,1520,UW00,WH,BI,2022-01-02
311,1521,UW00,WH,BI,2022-06-08
311,1522,UW00,WH,BI,2022-01-18
311,1523,UW00,WH,BI,2022-01-04
311,1524,UW00,BI,BI,2022-01-12
311,1525,UW00,BI,BI,2022-04-15
311,1526,UW00,WH,BI,2022-02-11
311,1527,UW00,BI,BI,2022-01-10
311,1528,UW00,BI,BI,2022-03-04
311,1529,UW00,BI,BI,2022-01-11
311,1530,UW00,WH,BI,2022-02-14
311,1531,UW00,BI,BI,2022-04-08
311,1532,UW00,BI,BI,2022-12-10
311,1533,UW00,WH,BI,2022-01-05
311,1534,UW00,WH,BI,2022-01-09
311,1535,UW00,WH,BI,2022-04-17
311,1536,UW00,WH,BI,2022-01-04
311,1537,UW00,BI,BI,2022-02-06
311,1538,UW00,WH,BI,2022-01-05
311,1539,UW00,BI,BI,2022-01-12
311,1540,UW00,WH,BI,2022-03-04
311,1541,UW00,BI,BI,2022-02-04
311,1542,UW00,BI,BI,2022-02-04
311,1543,UW00,WH,BI,2022-01-10
311,1544,UW00,BI,BI,2022-01-27
311,1545,UW00,BI,BI,2022-05-12
311,1546,UW00,WH,BI,2022-01-14
311,1547,UW00,WH,BI,2022-03-01
311,1548,UW00,BI,BI,2022-01-07
311,1549,UW00,WH,BI,2022-02-15
311,1550,UW00,WH,BI,2022-02-19
311,1551,UW00,WH,BI,2022-04-18
311,1552,UW00,WH,BI,2022-01-26
311,1553,UW00,WH,BI,2022-01-31
311,1554,UW00,BI,BI,2022-02-09
311,1555,UW00,WH,BI,2022-01-08
311,1556,UW00,BI,BI,2022-01-28
311,1557,UW00,BI,BI,2022-01-10
311,1558,UW00,BI,BI,2022-01-02
311,1559,UW00,WH,BI,2022-01-01
311,1560,UW00,WH,BI,2022-03-05
311,1561,UW00,WH,BI,2022-01-09
311,1562,UW00,BI,BI,2022-02-20
311,1563,UW00,BI,BI,2022-01-23
311,1564,UW00,BI,BI,2022-02-10
311,1565,UW00,BI,BI,2022-02-13
311,1566,UW00,BI,BI,2022-01-16
311,1567,UW00,WH,BI,2022-01-28
311,1568,UW00,WH,BI,2022-01-08
311,1569,UW00,BI,BI,2022-01-07
311,1570,UW00,WH,BI,2022-09-04
311,1571,UW00,BI,BI,2022-03-01
311,1572,UW00,BI,BI,2022-01-16
311,1573,UW00,BI,BI,2022-02-07
311,1574,UW00,WH,BI,2022-03-20
311,1575,UW00,WH,BI,2022-04-23
311,1576,UW00,WH,BI,2022-07-21
311,1577,UW00,BI,BI,2022-02-26
311,1578,UW00,WH,BI,2022-02-19
311,1579,UW00,WH,BI,2022-01-19
311,1580,UW00,WH,BI,2022-03-04
311,1581,UW00,BI,BI,2022-01-23
311,1582,UW00,WH,BI,2022-02-09
311,1583,UW00,WH,BI,2022-03-05
311,1584,UW00,BI,BI,2022-02-14
311,1585,UW00,WH,BI,2022-01-11
311,1586,UW00,BI,BI,2022-01-23
311,1587,UW00,BI,BI,2022-01-16
311,1588,UW00,WH,BI,2022-03-11
311,1589,UW00,BI,BI,2022-01-04
311,1590,UW00,WH,BI,2022-01-21
311,1591,UW00,BI,BI,2022-03-17
311,1592,UW00,WH,BI,2022-01-07
311,1593,UW00,BI,BI,2022-01-10
311,1594,UW00,WH,BI,2022-01-18
311,1595,UW00,WH,BI,2022-01-24
311,1596,UW00,WH,BI,2022-01-05
311,1597,UW00,WH,BI,2022-09-03
311,1598,UW00,BI,BI,2022-01-14
311,1599,UW00,WH,BI,2022-01-10
311,1600,UW00,WH,BI,2022-09-16
311,1601,UW00,WH,BI,2022-01-26
311,1602,UW00,WH,BI,2022-02-27
311,1603,UW00,BI,BI,2022-01-05
311,1604,UW00,WH,BI,2022-02-23
311,1605,UW00,BI,BI,2022-02-14
311,1606,UW00,WH,BI,2022-02-09
311,1607,UW00,BI,BI,2022-01-12
311,1608,UW00,BI,BI,2022-01-07
311,1609,UW00,BI,BI,2022-03-15
311,1610,UW00,BI,BI,2022-03-23
311,1611,UW00,WH,BI,2022-11-07
311,1612,UW00,BI,BI,2022-03-03
311,1613,UW00,BI,BI,2022-02-03
311,1614,UW00,BI,BI,2022-01-14
311,1615,UW00,WH,BI,2022-06-17
311,1616,UW00,WH,BI,2022-06-12
311,1617,UW00,WH,BI,2022-01-10
311,1618,UW00,BI,BI,2022-02-02
311,1619,UW00,BI,BI,2022-02-02
311,1620,UW00,BI,BI,2022-02-27
311,1621,UW00,BI,BI,2022-10-27
311,1622,UW00,WH,BI,2022-01-07
311,1623,UW00,BI,BI,2022-01-03
311,1624,UW00,WH,BI,2022-01-14
311,1625,UW00,BI,BI,2022-01-27
311,1626,UW00,BI,BI,2022-02-04
311,1627,UW00,BI,BI,2022-07-13
311,1628,UW00,BI,BI,2022-01-10
311,1629,UW00,WH,BI,2022-11-22
311,1630,UW00,BI,BI,2022-02-16
311,1631,UW00,WH,BI,2022-04-14
311,1632,UW00,BI,BI,2022-02-01
311,1633,UW00,WH,BI,2022-12-20
311,1634,UW00,BI,BI,2022-03-19
311,1635,UW00,WH,BI,2022-01-06
311,1636,UW00,BI,BI,2022-05-01
311,1637,UW00,BI,BI,2022-01-29
311,1638,UW00,WH,BI,2022-01-29
311,1639,UW00,WH,BI,2022-05-06
311,1640,UW00,WH,BI,2022-01-23
311,1641,UW00,WH,BI,2022-01-03
311,1642,UW00,BI,BI,2022-01-03
311,1643,UW00,BI,BI,2022-01-23
311,1644,UW00,BI,BI,2022-01-22
311,1645,UW00,WH,BI,2022-03-07
311,1646,UW00,WH,BI,2022-04-08
311,1647,UW00,BI,BI,2022-01-28
311,1648,UW00,BI,BI,2022-04-21
311,1649,UW00,WH,BI,2022-01-27
311,1650,UW00,WH,BI,2022-05-03
311,1651,UW00,BI,BI,2022-03-25
311,1652,UW00,BI,BI,2022-01-16
311,1653,UW00,BI,BI,2022-04-20
311,1654,UW00,BI,BI,2022-06-26
311,1655,UW00,BI,BI,2022-02-01
311,1656,UW00,WH,BI,2022-06-24
311,1657,UW00,WH,BI,2022-03-10
311,1658,UW00,BI,BI,2022-01-18
311,1659,UW00,BI,BI,2022-12-02
311,1660,UW00,WH,BI,2022-01-04
311,1661,UW00,WH,BI,2022-02-26
311,1662,UW00,BI,BI,2022-01-26
311,1663,UW00,WH,BI,2022-01-10
311,1664,UW00,WH,BI,2022-03-13
311,1665,UW00,BI,BI,2022-02-26
311,1666,UW00,BI,BI,2022-03-19
311,1667,UW00,BI,BI,2022-01-07
311,1668,UW00,BI,BI,2022-02-05
311,1669,UW00,WH,BI,2022-01-21
311,1670,UW00,WH,BI,2022-02-05
311,1671,UW00,BI,BI,2022-03-04
311,1672,UW00,WH,BI,2022-03-11
311,1673,UW00,BI,BI,2022-05-01
311,1674,UW00,BI,BI,2022-03-02
311,1675,UW00,BI,BI,2022-01-28
311,1676,UW00,BI,BI,2022-02-09
311,1677,UW00,WH,BI,2022-01-13
311,1678,UW00,BI,BI,2022-02-12
311,1679,UW00,WH,BI,2022-05-30
311,1680,UW00,WH,BI,2022-01-17
311,1681,UW00,BI,BI,2022-02-18
311,1682,UW00,BI,BI,2022-01-30
311,1683,UW00,WH,BI,2022-01-04
311,1684,UW00,BI,BI,2022-01-19
311,1685,UW00,BI,BI,2022-01-28
311,1686,UW00,BI,BI,2022-09-19
311,1687,UW00,WH,BI,2022-02-01
311,1688,UW00,WH,BI,2022-01-03
311,1689,UW00,WH,BI,2022-02-17
311,1690,UW00,BI,BI,2022-02-23
311,1691,UW00,BI,BI,2022-04-19
311,1692,UW00,BI,BI,2022-01-26
311,1693,UW00,BI,BI,2022-01-19
311,1694,UW00,WH,BI,2022-01-17
311,1695,UW00,WH,BI,2022-06-01
311,1696,UW00,BI,BI,2022-01-10
311,1697,UW00,WH,BI,2022-01-16
311,1698,UW00,WH,BI,2022-04-07
311,1699,UW00,WH,BI,2022-01-20
311,1700,UW00,WH,BI,2022-01-05
311,1701,UW00,BI,BI,2022-01-17
311,1702,UW00,BI,BI,2022-01-20
311,1703,UW00,BI,BI,2022-02-16
311,1704,UW00,WH,BI,2022-02-23
311,1705,UW00,WH,BI,2022-02-02
311,1706,UW00,BI,BI,2022-03-26
311,1707,UW00,BI,BI,2022-02-16
311,1708,UW00,WH,BI,2022-03-08
311,1709,UW00,BI,BI,2022-05-01
311,1710,UW00,BI,BI,2022-02-16
311,1711,UW00,BI,BI,2022-01-02
311,1712,UW00,BI,BI,2022-01-01
311,1713,UW00,BI,BI,2022-01-26
311,1714,UW00,BI,BI,2022-01-11
311,1715,UW00,WH,BI,2022-02-17
311,1716,UW00,BI,BI,2022-09-24
311,1717,UW00,BI,BI,2022-01-08
311,1718,UW00,WH,BI,2022-01-31
311,1719,UW00,BI,BI,2022-02-24
311,1720,UW00,BI,BI,2022-01-12
311,1721,UW00,WH,BI,2022-01-01
311,1722,UW00,BI,BI,2022-01-13
311,1723,UW00,BI,BI,2022-03-03
311,1724,UW00,WH,BI,2022-03-08
311,1725,UW00,WH,BI,2022-01-23
311,1726,UW00,BI,BI,2022-01-05
311,1727,UW00,WH,BI,2022-01-20
311,1728,UW00,BI,BI,2022-05-07
311,1729,UW00,WH,BI,2022-01-04
311,1730,UW00,WH,BI,2022-02-04
311,1731,UW00,WH,BI,2022-01-20
311,1732,UW00,WH,BI,2022-05-26
311,1733,UW00,WH,BI,2022-01-13
311,1734,UW00,WH,BI,2022-03-03
311,1735,UW00,BI,BI,2022-01-25
311,1736,UW00,BI,BI,2022-03-31
311,1737,UW00,BI,BI,2022-01-09
311,1738,UW00,WH,BI,2022-08-24
311,1739,UW00,BI,BI,2022-03-26
311,1740,UW00,WH,BI,2022-05-19
311,1741,UW00,BI,BI,2022-02-19
311,1742,UW00,BI,BI,2022-02-02
311,1743,UW00,WH,BI,2022-02-07
311,1744,UW00,WH,BI,2022-01-18
311,1745,UW00,WH,BI,2022-01-11
311,1746,UW00,BI,BI,2022-01-03
311,1747,UW00,BI,BI,2022-05-24
311,1748,UW00,BI,BI,2022-04-19
311,1749,UW00,BI,BI,2022-05-24
311,1750,UW00,WH,BI,2022-01-01
311,1751,UW00,BI,BI,2022-03-10
311,1752,UW00,BI,BI,2022-01-06
311,1753,UW00,BI,BI,2022-04-08
311,1754,UW00,BI,BI,2022-01-31
311,1755,UW00,BI,BI,2022-02-06
311,1756,UW00,WH,BI,2022-01-06
311,1757,UW00,WH,BI,2022-03-18
311,1758,UW00,BI,BI,2023-03-29
311,1759,UW00,BI,BI,2022-01-01
311,1760,UW00,WH,BI,2022-03-26
311,1761,UW00,BI,BI,2022-01-16
311,1762,UW00,BI,BI,2022-03-08
311,1763,UW00,WH,BI,2022-01-12
311,1764,UW00,BI,BI,2022-01-11
311,1765,UW00,BI,BI,2022-01-30
311,1766,UW00,BI,BI,2022-01-13
311,1767,UW00,BI,BI,2022-06-26
311,1768,UW00,BI,BI,2022-01-19
311,1769,UW00,BI,BI,2022-01-15
311,1770,UW00,WH,BI,2022-01-27
311,1771,UW00,BI,BI,2022-01-16
311,1772,UW00,BI,BI,2022-01-25
311,1773,UW00,BI,BI,2022-02-05
311,1774,UW00,WH,BI,2022-01-01
311,1775,UW00,BI,BI,2022-01-05
311,1776,UW00,WH,BI,2022-02-10
311,1777,UW00,BI,BI,2022-02-26
311,1778,UW00,WH,BI,2022-01-06
311,1779,UW00,BI,BI,2022-01-03
311,1780,UW00,BI,BI,2022-01-28
311,1781,UW00,BI,BI,2022-01-09
311,1782,UW00,BI,BI,2022-01-10
311,1783,UW00,WH,BI,2022-01-05
311,1784,UW00,WH,BI,2022-01-19
311,1785,UW00,BI,BI,2022-02-15
311,1786,UW00,BI,BI,2022-07-17
311,1787,UW00,WH,BI,2022-02-15
311,1788,UW00,WH,BI,2022-05-12
311,1789,UW00,WH,BI,2022-01-12
311,1790,UW00,WH,BI,2022-01-21
311,1791,UW00,WH,BI,2022-01-23
311,1792,UW00,WH,BI,2022-02-07
311,1793,UW00,WH,BI,2022-02-11
311,1794,UW00,WH,BI,2022-02-20
311,1795,UW00,WH,BI,2023-01-18
311,1796,UW00,BI,BI,2022-01-25
311,1797,UW00,BI,BI,2022-01-08
311,1798,UW00,BI,BI,2022-03-23
311,1799,UW00,WH,BI,2022-03-04
311,1800,UW00,WH,BI,2022-03-06
311,1801,UW00,WH,BI,2022-06-14
311,1802,UW00,WH,BI,2022-03-10
311,1803,UW00,BI,BI,2022-01-17
311,1804,UW00,BI,BI,2022-01-21
311,1805,UW00,BI,BI,2022-01-03
311,1806,UW00,WH,BI,2022-04-04
311,1807,UW00,BI,BI,2022-01-19
311,1808,UW00,BI,BI,2022-01-01
311,1809,UW00,BI,BI,2022-01-08
311,1810,UW00,WH,BI,2022-04-30
311,1811,UW00,WH,BI,2022-01-25
311,1812,UW00,WH,BI,2022-05-02
311,1813,UW00,WH,BI,2022-03-04
311,1814,UW00,WH,BI,2022-01-18
311,1815,UW00,BI,BI,2022-02-26
311,1816,UW00,WH,BI,2022-03-22
311,1817,UW00,WH,BI,2022-01-27
311,1818,UW00,BI,BI,2022-02-25
311,1819,UW00,BI,BI,2022-01-18
311,1820,UW00,WH,BI,2022-01-08
311,1821,UW00,BI,BI,2022-01-11
311,1822,UW00,WH,BI,2022-01-03
311,1823,UW00,WH,BI,2022-02-12
311,1824,UW00,BI,BI,2022-01-14
311,1825,UW00,WH,BI,2022-01-23
311,1826,UW00,BI,BI,2022-04-15
311,1827,UW00,BI,BI,2022-02-17
311,1828,UW00,BI,BI,2022-01-07
311,1829,UW00,BI,BI,2022-01-21
311,1830,UW00,WH,BI,2022-01-15
311,1831,UW00,BI,BI,2022-06-16
311,1832,UW00,BI,BI,2022-05-03
311,1833,UW00,WH,BI,2022-01-16
311,1834,UW00,WH,BI,2022-01-16
311,1835,UW00,BI,BI,2022-01-06
311,1836,UW00,WH,BI,2022-01-09
311,1837,UW00,BI,BI,2022-01-20
311,1838,UW00,BI,BI,2022-01-20
311,1839,UW00,WH,BI,2022-01-26
311,1840,UW00,WH,BI,2022-01-04
311,1841,UW00,BI,BI,2022-01-31
311,1842,UW00,BI,BI,2022-01-04
311,1843,UW00,WH,BI,2022-03-10
311,1844,UW00,WH,BI,2022-01-31
311,1845,UW00,BI,BI,2022-02-11
311,1846,UW00,BI,BI,2022-01-01
311,1847,UW00,BI,BI,2022-03-29
311,1848,UW00,WH,BI,2022-01-13
311,1849,UW00,BI,BI,2022-10-12
311,1850,UW00,WH,BI,2022-07-09
311,1851,UW00,WH,BI,2022-01-15
311,1852,UW00,WH,BI,2022-03-21
311,1853,UW00,BI,BI,2022-02-24
311,1854,UW00,BI,BI,2022-04-26
311,1855,UW00,WH,BI,2022-01-01
311,1856,UW00,WH,BI,2022-04-24
311,1857,UW00,BI,BI,2022-02-02
311,1858,UW00,BI,BI,2022-02-18
311,1859,UW00,WH,BI,2022-04-11
311,1860,UW00,BI,BI,2022-07-01
311,1861,UW00,BI,BI,2022-01-23
311,1862,UW00,BI,BI,2022-01-17
311,1863,UW00,BI,BI,2022-03-04
311,1864,UW00,WH,BI,2022-04-22
311,1865,UW00,BI,BI,2022-01-12
311,1866,UW00,BI,BI,2022-01-16
311,1867,UW00,WH,BI,2022-01-27
311,1868,UW00,WH,BI,2022-01-25
311,1869,UW00,WH,BI,2022-05-11
311,1870,UW00,BI,BI,2022-03-02
311,1871,UW00,BI,BI,2022-02-24
311,1872,UW00,WH,BI,2022-01-03
311,1873,UW00,BI,BI,2022-05-11
311,1874,UW00,BI,BI,2022-02-01
311,1875,UW00,WH,BI,2022-01-09
311,1876,UW00,BI,BI,2022-01-04
311,1877,UW00,BI,BI,2022-02-25
311,1878,UW00,WH,BI,2022-01-09
311,1879,UW00,WH,BI,2022-03-14
311,1880,UW00,WH,BI,2022-03-02
311,1881,UW00,BI,BI,2022-02-20
311,1882,UW00,WH,BI,2022-03-01
311,1883,UW00,BI,BI,2022-01-25
311,1884,UW00,BI,BI,2022-01-03
311,1885,UW00,BI,BI,2022-01-20
311,1886,UW00,BI,BI,2022-01-19
311,1887,UW00,WH,BI,2022-01-14
311,1888,UW00,WH,BI,2022-01-03
311,1889,UW00,WH,BI,2022-01-03
311,1890,UW00,BI,BI,2022-01-26
311,1891,UW00,BI,BI,2022-02-05
311,1892,UW00,WH,BI,2022-01-11
311,1893,UW00,WH,BI,2022-01-03
311,1894,UW00,WH,BI,2022-10-04
311,1895,UW00,WH,BI,2022-03-13
311,1896,UW00,WH,BI,2022-01-10
311,1897,UW00,WH,BI,2022-01-26
311,1898,UW00,BI,BI,2022-02-05
311,1899,UW00,BI,BI,2022-01-21
311,1900,UW00,WH,BI,2022-01-08
311,1901,UW00,WH,BI,2022-03-26
311,1902,UW00,BI,BI,2022-01-05
311,1903,UW00,WH,BI,2022-01-15
311,1904,UW00,BI,BI,2022-03-20
311,1905,UW00,WH,BI,2022-04-08
311,1906,UW00,BI,BI,2022-01-21
311,1907,UW00,WH,BI,2022-04-20
311,1908,UW00,BI,BI,2022-01-22
311,1909,UW00,BI,BI,2022-01-04
311,1910,UW00,WH,BI,2022-01-19
311,1911,UW00,BI,BI,2022-06-18
311,1912,UW00,BI,BI,2022-02-18
311,1913,UW00,WH,BI,2022-04-30
311,1914,UW00,BI,BI,2022-06-26
311,1915,UW00,BI,BI,2022-01-14
311,1916,UW00,WH,BI,2022-01-01
311,1917,UW00,WH,BI,2022-01-26
311,1918,UW00,WH,BI,2022-01-03
311,1919,UW00,WH,BI,2022-06-01
311,1920,UW00,BI,BI,2022-01-07
311,1921,UW00,BI,BI,2022-01-19
311,1922,UW00,WH,BI,2022-03-01
311,1923,UW00,WH,BI,2022-05-04
311,1924,UW00,WH,BI,2022-08-25
311,1925,UW00,BI,BI,2022-07-23
311,1926,UW00,WH,BI,2022-03-20
311,1927,UW00,BI,BI,2022-01-04
311,1928,UW00,BI,BI,2022-01-01
311,1929,UW00,WH,BI,2022-02-16
311,1930,UW00,WH,BI,2022-05-31
311,1931,UW00,BI,BI,2022-02-20
311,1932,UW00,BI,BI,2022-11-01
311,1933,UW00,BI,BI,2022-03-31
311,1934,UW00,BI,BI,2022-02-24
311,1935,UW00,BI,BI,2022-01-02
311,1936,UW00,BI,BI,2022-01-29
311,1937,UW00,WH,BI,2022-01-08
311,1938,UW00,WH,BI,2022-01-24
311,1939,UW00,BI,BI,2022-04-13
311,1940,UW00,WH,BI,2022-07-06
311,1941,UW00,WH,BI,2022-02-10
311,1942,UW00,BI,BI,2022-01-15
311,1943,UW00,WH,BI,2022-01-06
311,1944,UW00,WH,BI,2023-01-07
311,1945,UW00,WH,BI,2022-02-08
311,1946,UW00,WH,BI,2022-01-02
311,1947,UW00,BI,BI,2022-01-01
