VBELN,KUNNR,ERDAT,NETWR,WAERS,AUART
18150,2409,2022-08-15,68713.48,USD,OR
18151,2161,2022-08-15,297398.03,USD,OR
18152,1949,2022-08-15,49000.56,USD,OR
18153,3012,2022-08-16,71533.91,USD,OR
18154,4272,2022-08-16,118875.16,USD,OR
18155,555,2022-08-16,25830.31,USD,OR
18156,3919,2022-08-16,48190.49,USD,OR
18157,3478,2022-08-16,27410.16,USD,OR
18158,4086,2022-08-16,137605.75,USD,OR
18159,1178,2022-08-16,21384.68,USD,OR
18160,2654,2022-08-16,82557.37,USD,OR
18161,2400,2022-08-16,43683.16,USD,OR
18162,2283,2022-08-16,30387.13,USD,OR
18163,4207,2022-08-16,244329.31,USD,OR
18164,745,2022-08-16,174793.22,USD,OR
18165,3948,2022-08-16,33603.61,USD,OR
18166,3069,2022-08-16,20097.89,USD,OR
18167,3539,2022-08-16,24132.49,USD,OR
18168,4609,2022-08-16,35243.02,USD,OR
18169,3695,2022-08-16,217377.69,USD,OR
18170,2988,2022-08-16,12984.6,USD,OR
18171,1145,2022-08-16,57550.53,USD,OR
18172,3025,2022-08-16,18631.07,USD,OR
18173,1456,2022-08-16,149768.35,USD,OR
18174,4523,2022-08-16,81431.63,USD,OR
18175,2334,2022-08-16,30463.55,USD,OR
18176,4430,2022-08-16,28474.42,USD,OR
18177,3387,2022-08-16,15727.33,USD,OR
18178,3319,2022-08-16,18446.02,USD,OR
18179,745,2022-08-16,132384.7,USD,OR
18180,954,2022-08-16,76996.56,USD,OR
18181,560,2022-08-16,208032.95,USD,OR
18182,2886,2022-08-16,63796.28,USD,OR
18183,2793,2022-08-16,140391.64,USD,OR
18184,4026,2022-08-16,35005.31,USD,OR
18185,2759,2022-08-16,76343.06,USD,OR
18186,1186,2022-08-16,143938.99,USD,OR
18187,4669,2022-08-16,61310.63,USD,OR
18188,4621,2022-08-16,52685.64,USD,OR
18189,2244,2022-08-16,222741.17,USD,OR
18190,4727,2022-08-16,138845.33,USD,OR
18191,2335,2022-08-16,22153.11,USD,OR
18192,4322,2022-08-16,31390.6,USD,OR
18193,70,2022-08-16,44887.86,USD,OR
18194,4339,2022-08-16,6124.23,USD,OR
18195,2633,2022-08-16,55922.92,USD,OR
18196,4713,2022-08-16,11429.28,USD,OR
18197,2523,2022-08-16,84314.51,USD,OR
18198,210,2022-08-16,19406.41,USD,OR
18199,1035,2022-08-17,383377.29,USD,OR
18200,2417,2022-08-17,13224.17,USD,OR
18201,4375,2022-08-17,141657.69,USD,OR
18202,4355,2022-08-17,41096.76,USD,OR
18203,385,2022-08-17,44274.95,USD,OR
18204,708,2022-08-17,27014.27,USD,OR
18205,3195,2022-08-17,110403.17,USD,OR
18206,3825,2022-08-17,3732.04,USD,OR
18207,2965,2022-08-17,67823.02,USD,OR
18208,4047,2022-08-17,25497.15,USD,OR
18209,2723,2022-08-17,41053.28,USD,OR
18210,4683,2022-08-17,11575.96,USD,OR
18211,2069,2022-08-17,21005.49,USD,OR
18212,2681,2022-08-17,90318.46,USD,OR
18213,4499,2022-08-17,109819.3,USD,OR
18214,3608,2022-08-17,8047.16,USD,OR
18215,2772,2022-08-17,20464.99,USD,OR
18216,3713,2022-08-17,69239.62,USD,OR
18217,1108,2022-08-17,18675.97,USD,OR
18218,467,2022-08-17,34771.67,USD,OR
18219,4163,2022-08-17,48924.99,USD,OR
18220,1310,2022-08-17,90982.14,USD,OR
18221,620,2022-08-17,5481.5,USD,OR
18222,1138,2022-08-17,100585.42,USD,OR
18223,2586,2022-08-17,64652.48,USD,OR
18224,2514,2022-08-17,92276.93,USD,OR
18225,707,2022-08-17,44192.75,USD,OR
18226,327,2022-08-17,21291.21,USD,OR
18227,4617,2022-08-17,75639.36,USD,OR
18228,4614,2022-08-17,47993.51,USD,OR
18229,4918,2022-08-17,22282.39,USD,OR
18230,3454,2022-08-17,24972.21,USD,OR
18231,310,2022-08-17,19735.6,USD,OR
18232,2317,2022-08-17,38690.71,USD,OR
18233,3367,2022-08-17,46838.97,USD,OR
18234,969,2022-08-17,44231.77,USD,OR
18235,2079,2022-08-17,74442.82,USD,OR
18236,4822,2022-08-17,55450.29,USD,OR
18237,2882,2022-08-17,46174.45,USD,OR
18238,1434,2022-08-17,20724.84,USD,OR
18239,1763,2022-08-17,34809.35,USD,OR
18240,1685,2022-08-17,35492.48,USD,OR
18241,3922,2022-08-17,37811.17,USD,OR
18242,2374,2022-08-17,28444.04,USD,OR
18243,3103,2022-08-17,22010.34,USD,OR
18244,4346,2022-08-17,30670.06,USD,OR
18245,4222,2022-08-17,50669.76,USD,OR
18246,1948,2022-08-17,74619.0,USD,OR
18247,3446,2022-08-17,31248.31,USD,OR
18248,2650,2022-08-17,207611.65,USD,OR
18249,3721,2022-08-17,136981.38,USD,OR
18250,2229,2022-08-17,33681.27,USD,OR
18251,1539,2022-08-17,93487.66,USD,OR
18252,546,2022-08-17,23922.99,USD,OR
18253,4816,2022-08-17,395056.31,USD,OR
18254,1602,2022-08-17,83180.9,USD,OR
18255,4056,2022-08-18,20441.96,USD,OR
18256,4837,2022-08-18,37473.57,USD,OR
18257,2514,2022-08-18,123767.79,USD,OR
18258,4067,2022-08-18,52391.09,USD,OR
18259,916,2022-08-18,14086.57,USD,OR
18260,3772,2022-08-18,29047.57,USD,OR
18261,4228,2022-08-18,78100.09,USD,OR
18262,1522,2022-08-18,33430.72,USD,OR
18263,715,2022-08-18,11164.26,USD,OR
18264,3896,2022-08-18,105842.57,USD,OR
18265,3605,2022-08-18,12865.89,USD,OR
18266,2619,2022-08-18,12775.94,USD,OR
18267,959,2022-08-18,352174.87,USD,OR
18268,1302,2022-08-18,16668.97,USD,OR
18269,187,2022-08-18,9577.97,USD,OR
18270,901,2022-08-18,51850.64,USD,OR
18271,2525,2022-08-18,33877.1,USD,OR
18272,1105,2022-08-18,28210.84,USD,OR
18273,2153,2022-08-18,68524.53,USD,OR
18274,1779,2022-08-18,45857.75,USD,OR
18275,464,2022-08-18,104573.71,USD,OR
18276,1407,2022-08-18,17502.01,USD,OR
18277,3808,2022-08-18,23336.22,USD,OR
18278,1394,2022-08-18,42966.66,USD,OR
18279,3759,2022-08-18,18924.56,USD,OR
18280,1646,2022-08-18,39133.46,USD,OR
18281,2485,2022-08-18,61754.05,USD,OR
18282,4882,2022-08-18,120044.43,USD,OR
18283,327,2022-08-18,20308.38,USD,OR
18284,4934,2022-08-18,11064.35,USD,OR
18285,1204,2022-08-18,84657.51,USD,OR
18286,1000,2022-08-18,527708.11,USD,OR
18287,3085,2022-08-18,111428.86,USD,OR
18288,3687,2022-08-18,192512.21,USD,OR
18289,2622,2022-08-18,16598.22,USD,OR
18290,489,2022-08-18,166243.51,USD,OR
18291,1489,2022-08-18,27836.23,USD,OR
18292,4078,2022-08-18,165785.75,USD,OR
18293,2141,2022-08-18,13724.82,USD,OR
18294,4599,2022-08-18,18130.51,USD,OR
18295,429,2022-08-18,25211.56,USD,OR
18296,758,2022-08-18,24480.61,USD,OR
18297,4398,2022-08-18,25066.25,USD,OR
18298,3298,2022-08-18,13872.81,USD,OR
18299,4557,2022-08-18,38710.41,USD,OR
18300,3949,2022-08-18,46422.34,USD,OR
18301,1471,2022-08-18,38247.07,USD,OR
18302,3087,2022-08-18,10902.0,USD,OR
18303,3536,2022-08-18,11440.5,USD,OR
18304,3822,2022-08-18,23007.11,USD,OR
18305,4349,2022-08-18,13536.42,USD,OR
18306,194,2022-08-18,12645.17,USD,OR
18307,2225,2022-08-18,5769.58,USD,OR
18308,2005,2022-08-18,15152.74,USD,OR
18309,4614,2022-08-18,50849.85,USD,OR
18310,1681,2022-08-18,30506.87,USD,OR
18311,267,2022-08-18,74750.66,USD,OR
18312,4878,2022-08-18,93475.63,USD,OR
18313,1117,2022-08-18,15998.82,USD,OR
18314,1122,2022-08-18,26537.28,USD,OR
18315,3495,2022-08-19,115610.57,USD,OR
18316,850,2022-08-19,83552.47,USD,OR
18317,4231,2022-08-19,29812.72,USD,OR
18318,951,2022-08-19,15351.81,USD,OR
18319,3886,2022-08-19,71306.24,USD,OR
18320,2201,2022-08-19,43156.15,USD,OR
18321,1115,2022-08-19,19636.56,USD,OR
18322,2378,2022-08-19,28204.45,USD,OR
18323,243,2022-08-19,26142.2,USD,OR
18324,1868,2022-08-19,731799.48,USD,OR
18325,2290,2022-08-19,81312.8,USD,OR
18326,3912,2022-08-19,39315.31,USD,OR
18327,2973,2022-08-19,28837.87,USD,OR
18328,1724,2022-08-19,31933.95,USD,OR
18329,2409,2022-08-19,79657.37,USD,OR
18330,1744,2022-08-19,65580.81,USD,OR
18331,3341,2022-08-19,123996.21,USD,OR
18332,2967,2022-08-19,36580.49,USD,OR
18333,4787,2022-08-19,53776.77,USD,OR
18334,1860,2022-08-19,39122.67,USD,OR
18335,3148,2022-08-19,120850.51,USD,OR
18336,4599,2022-08-19,18507.43,USD,OR
18337,1485,2022-08-19,48668.45,USD,OR
18338,192,2022-08-19,78636.38,USD,OR
18339,4387,2022-08-19,23096.76,USD,OR
18340,4118,2022-08-19,66820.43,USD,OR
18341,1186,2022-08-19,94337.92,USD,OR
18342,3169,2022-08-19,26556.52,USD,OR
18343,1176,2022-08-19,46832.01,USD,OR
18344,783,2022-08-19,29413.63,USD,OR
18345,3287,2022-08-19,36022.86,USD,OR
18346,2587,2022-08-19,70840.02,USD,OR
18347,4670,2022-08-19,170193.32,USD,OR
18348,353,2022-08-19,17933.18,USD,OR
18349,3486,2022-08-19,49405.71,USD,OR
18350,805,2022-08-19,26807.84,USD,OR
18351,1876,2022-08-19,33790.17,USD,OR
18352,2120,2022-08-19,36282.19,USD,OR
18353,2601,2022-08-19,37318.34,USD,OR
18354,3807,2022-08-19,45095.82,USD,OR
18355,1661,2022-08-19,31591.22,USD,OR
18356,822,2022-08-19,16998.82,USD,OR
18357,271,2022-08-19,85397.93,USD,OR
18358,165,2022-08-19,27683.97,USD,OR
18359,4664,2022-08-19,228618.26,USD,OR
18360,4711,2022-08-19,404960.03,USD,OR
18361,4745,2022-08-19,49092.59,USD,OR
18362,1375,2022-08-19,152284.54,USD,OR
18363,3315,2022-08-20,24410.82,USD,OR
18364,2514,2022-08-20,127307.32,USD,OR
18365,2712,2022-08-20,20041.03,USD,OR
18366,1506,2022-08-20,18934.65,USD,OR
18367,2109,2022-08-20,67154.36,USD,OR
18368,1907,2022-08-20,36863.3,USD,OR
18369,3364,2022-08-20,14922.49,USD,OR
18370,2796,2022-08-20,6462.83,USD,OR
18371,4893,2022-08-20,124524.62,USD,OR
18372,3251,2022-08-20,6441.19,USD,OR
18373,2918,2022-08-20,36574.24,USD,OR
18374,4997,2022-08-20,23045.56,USD,OR
18375,3373,2022-08-20,184985.89,USD,OR
18376,3470,2022-08-20,9672.39,USD,OR
18377,1831,2022-08-20,8427.45,USD,OR
18378,1375,2022-08-20,134856.09,USD,OR
18379,799,2022-08-20,142457.51,USD,OR
18380,1831,2022-08-20,8836.58,USD,OR
18381,1949,2022-08-20,63598.57,USD,OR
18382,1939,2022-08-20,13899.66,USD,OR
18383,2194,2022-08-20,63641.48,USD,OR
18384,2104,2022-08-20,30655.15,USD,OR
18385,863,2022-08-20,38979.46,USD,OR
18386,4145,2022-08-20,14217.73,USD,OR
18387,4064,2022-08-20,48703.57,USD,OR
18388,4495,2022-08-20,93322.73,USD,OR
18389,1822,2022-08-20,113119.69,USD,OR
18390,115,2022-08-20,31206.9,USD,OR
18391,2506,2022-08-20,49802.54,USD,OR
18392,3279,2022-08-20,82267.67,USD,OR
18393,721,2022-08-20,8101.91,USD,OR
18394,816,2022-08-20,29872.66,USD,OR
18395,4346,2022-08-20,56261.1,USD,OR
18396,1333,2022-08-20,5984.78,USD,OR
18397,4874,2022-08-20,843220.6,USD,OR
18398,987,2022-08-20,33428.11,USD,OR
18399,2355,2022-08-20,46317.22,USD,OR
18400,2728,2022-08-20,66903.1,USD,OR
18401,1745,2022-08-20,44010.46,USD,OR
18402,2169,2022-08-20,51935.7,USD,OR
18403,95,2022-08-20,6649.08,USD,OR
18404,2726,2022-08-20,41063.77,USD,OR
18405,1106,2022-08-20,21046.99,USD,OR
18406,2865,2022-08-20,57623.27,USD,OR
18407,2288,2022-08-20,55145.02,USD,OR
18408,526,2022-08-20,13176.52,USD,OR
18409,3227,2022-08-20,2993.15,USD,OR
18410,2611,2022-08-20,26199.52,USD,OR
18411,2781,2022-08-20,110777.25,USD,OR
18412,3554,2022-08-20,8479.74,USD,OR
18413,2190,2022-08-20,74145.76,USD,OR
18414,849,2022-08-20,4474.92,USD,OR
18415,737,2022-08-20,99098.55,USD,OR
18416,3301,2022-08-21,63298.71,USD,OR
18417,699,2022-08-21,13201.71,USD,OR
18418,1049,2022-08-21,28693.21,USD,OR
18419,2772,2022-08-21,17100.11,USD,OR
18420,3027,2022-08-21,40076.37,USD,OR
18421,385,2022-08-21,34430.58,USD,OR
18422,3547,2022-08-21,39620.28,USD,OR
18423,2390,2022-08-21,27867.35,USD,OR
18424,1383,2022-08-21,16257.84,USD,OR
18425,1362,2022-08-21,4741.05,USD,OR
18426,2539,2022-08-21,13639.17,USD,OR
18427,1243,2022-08-21,83899.65,USD,OR
18428,1701,2022-08-21,61818.37,USD,OR
18429,472,2022-08-21,121224.23,USD,OR
18430,2985,2022-08-21,6433.61,USD,OR
18431,3090,2022-08-21,116708.94,USD,OR
18432,728,2022-08-21,13097.61,USD,OR
18433,292,2022-08-21,13382.98,USD,OR
18434,3183,2022-08-21,155138.78,USD,OR
18435,4743,2022-08-21,327550.41,USD,OR
18436,2409,2022-08-21,58247.36,USD,OR
18437,2465,2022-08-21,20308.47,USD,OR
18438,4977,2022-08-21,74918.66,USD,OR
18439,2806,2022-08-21,45935.81,USD,OR
18440,1750,2022-08-21,77087.07,USD,OR
18441,3120,2022-08-21,66008.51,USD,OR
18442,1311,2022-08-21,27512.94,USD,OR
18443,2418,2022-08-21,15822.57,USD,OR
18444,3839,2022-08-21,134199.83,USD,OR
18445,2964,2022-08-21,7739.79,USD,OR
18446,4728,2022-08-21,69157.2,USD,OR
18447,818,2022-08-21,33242.84,USD,OR
18448,749,2022-08-21,141691.79,USD,OR
18449,4676,2022-08-21,18768.15,USD,OR
18450,2843,2022-08-21,8551.7,USD,OR
18451,954,2022-08-21,58818.62,USD,OR
18452,4543,2022-08-21,70742.92,USD,OR
18453,405,2022-08-21,9246.68,USD,OR
18454,3782,2022-08-21,6322.33,USD,OR
18455,4542,2022-08-21,118123.07,USD,OR
18456,4375,2022-08-21,140037.23,USD,OR
18457,14,2022-08-21,16506.55,USD,OR
18458,832,2022-08-21,61746.42,USD,OR
18459,2533,2022-08-21,19052.46,USD,OR
18460,1121,2022-08-21,37332.73,USD,OR
18461,4761,2022-08-21,44965.81,USD,OR
18462,964,2022-08-21,38025.98,USD,OR
18463,926,2022-08-21,44498.82,USD,OR
18464,3203,2022-08-21,11352.14,USD,OR
18465,2111,2022-08-21,89296.53,USD,OR
18466,1782,2022-08-21,18741.24,USD,OR
18467,2277,2022-08-21,4651.99,USD,OR
18468,3024,2022-08-21,9154.59,USD,OR
18469,1402,2022-08-21,9822.56,USD,OR
18470,4886,2022-08-21,38658.54,USD,OR
18471,2711,2022-08-21,29224.66,USD,OR
18472,3197,2022-08-21,12413.26,USD,OR
18473,1822,2022-08-22,121744.19,USD,OR
18474,4825,2022-08-22,65746.48,USD,OR
18475,3849,2022-08-22,12846.21,USD,OR
18476,2854,2022-08-22,70670.16,USD,OR
18477,2338,2022-08-22,44750.78,USD,OR
18478,2787,2022-08-22,10107.12,USD,OR
18479,4157,2022-08-22,81271.79,USD,OR
18480,2889,2022-08-22,34520.67,USD,OR
18481,1918,2022-08-22,26248.18,USD,OR
18482,805,2022-08-22,51222.45,USD,OR
18483,10,2022-08-22,19484.1,USD,OR
18484,1215,2022-08-22,404587.26,USD,OR
18485,3120,2022-08-22,50148.37,USD,OR
18486,1540,2022-08-22,174847.07,USD,OR
18487,4118,2022-08-22,73984.43,USD,OR
18488,3352,2022-08-22,19815.56,USD,OR
18489,4219,2022-08-22,145069.77,USD,OR
18490,1078,2022-08-22,29984.23,USD,OR
18491,4541,2022-08-22,15362.32,USD,OR
18492,2128,2022-08-22,191620.44,USD,OR
18493,4804,2022-08-22,24426.32,USD,OR
18494,3148,2022-08-22,81907.05,USD,OR
18495,2098,2022-08-22,12731.58,USD,OR
18496,1239,2022-08-22,61592.87,USD,OR
18497,2600,2022-08-22,83223.32,USD,OR
18498,2319,2022-08-22,24488.72,USD,OR
18499,1029,2022-08-22,72415.11,USD,OR
18500,2119,2022-08-22,204742.63,USD,OR
18501,4933,2022-08-22,146941.77,USD,OR
18502,3230,2022-08-22,9456.49,USD,OR
18503,729,2022-08-22,74875.98,USD,OR
18504,4661,2022-08-22,63536.18,USD,OR
18505,2799,2022-08-22,99771.39,USD,OR
18506,4494,2022-08-22,54542.24,USD,OR
18507,3502,2022-08-22,63000.12,USD,OR
18508,883,2022-08-22,23859.42,USD,OR
18509,2262,2022-08-22,44065.92,USD,OR
18510,67,2022-08-22,25670.45,USD,OR
18511,2707,2022-08-22,57937.15,USD,OR
18512,3695,2022-08-22,309625.17,USD,OR
18513,235,2022-08-22,21587.49,USD,OR
18514,715,2022-08-22,11196.28,USD,OR
18515,3332,2022-08-22,57879.4,USD,OR
18516,651,2022-08-22,78325.28,USD,OR
18517,2149,2022-08-22,91622.11,USD,OR
18518,4391,2022-08-22,44612.11,USD,OR
18519,15,2022-08-22,42471.84,USD,OR
18520,4288,2022-08-22,940423.65,USD,OR
18521,1945,2022-08-22,101782.18,USD,OR
18522,2588,2022-08-22,201769.85,USD,OR
18523,903,2022-08-23,15471.65,USD,OR
18524,3025,2022-08-23,13836.45,USD,OR
18525,1299,2022-08-23,25684.26,USD,OR
18526,1350,2022-08-23,38092.94,USD,OR
18527,87,2022-08-23,32355.96,USD,OR
18528,1275,2022-08-23,120084.56,USD,OR
18529,454,2022-08-23,46884.66,USD,OR
18530,1288,2022-08-23,35793.02,USD,OR
18531,2485,2022-08-23,85285.8,USD,OR
18532,2228,2022-08-23,31656.96,USD,OR
18533,4803,2022-08-23,127740.34,USD,OR
18534,2236,2022-08-23,77428.0,USD,OR
18535,1696,2022-08-23,553876.0,USD,OR
18536,2926,2022-08-23,33549.71,USD,OR
18537,1009,2022-08-23,32317.64,USD,OR
18538,4412,2022-08-23,72874.94,USD,OR
18539,2964,2022-08-23,9151.39,USD,OR
18540,4309,2022-08-23,34584.26,USD,OR
18541,3144,2022-08-23,131943.66,USD,OR
18542,1207,2022-08-23,12251.54,USD,OR
18543,3661,2022-08-23,12643.52,USD,OR
18544,1887,2022-08-23,57387.52,USD,OR
18545,1152,2022-08-23,89105.39,USD,OR
18546,4315,2022-08-23,53863.63,USD,OR
18547,231,2022-08-23,14736.01,USD,OR
18548,2064,2022-08-23,30539.9,USD,OR
18549,30,2022-08-23,149536.27,USD,OR
18550,1070,2022-08-23,257471.02,USD,OR
18551,4957,2022-08-23,49779.18,USD,OR
18552,3952,2022-08-23,45616.94,USD,OR
18553,627,2022-08-23,18774.08,USD,OR
18554,2455,2022-08-23,36541.48,USD,OR
18555,4303,2022-08-23,34780.72,USD,OR
18556,4829,2022-08-23,23784.17,USD,OR
18557,1577,2022-08-23,34188.63,USD,OR
18558,267,2022-08-23,78053.87,USD,OR
18559,1043,2022-08-23,54296.3,USD,OR
18560,1414,2022-08-23,1682.48,USD,OR
18561,1764,2022-08-23,35892.0,USD,OR
18562,1918,2022-08-23,37491.84,USD,OR
18563,2103,2022-08-23,6430.01,USD,OR
18564,865,2022-08-23,15899.94,USD,OR
18565,1382,2022-08-23,10836.76,USD,OR
18566,3371,2022-08-23,60009.59,USD,OR
18567,3587,2022-08-23,21106.81,USD,OR
18568,236,2022-08-23,33517.46,USD,OR
18569,4974,2022-08-23,51789.47,USD,OR
18570,2258,2022-08-23,49842.91,USD,OR
18571,2621,2022-08-23,155862.35,USD,OR
18572,4047,2022-08-23,19790.09,USD,OR
18573,253,2022-08-23,44870.77,USD,OR
18574,3734,2022-08-23,7407.03,USD,OR
18575,959,2022-08-23,326936.76,USD,OR
18576,3630,2022-08-24,12850.74,USD,OR
18577,2655,2022-08-24,31898.34,USD,OR
18578,1332,2022-08-24,62734.44,USD,OR
18579,4351,2022-08-24,6607.0,USD,OR
18580,1754,2022-08-24,148782.21,USD,OR
18581,2677,2022-08-24,92351.96,USD,OR
18582,1550,2022-08-24,21469.39,USD,OR
18583,4082,2022-08-24,13445.24,USD,OR
18584,2514,2022-08-24,160980.83,USD,OR
18585,2334,2022-08-24,30751.82,USD,OR
18586,1493,2022-08-24,22329.07,USD,OR
18587,1825,2022-08-24,357781.36,USD,OR
18588,3622,2022-08-24,39393.07,USD,OR
18589,545,2022-08-24,131379.85,USD,OR
18590,1738,2022-08-24,50595.98,USD,OR
18591,663,2022-08-24,38165.33,USD,OR
18592,4534,2022-08-24,12998.33,USD,OR
18593,3835,2022-08-24,16090.88,USD,OR
18594,3922,2022-08-24,27881.57,USD,OR
18595,1090,2022-08-24,10695.34,USD,OR
18596,444,2022-08-24,31831.3,USD,OR
18597,2082,2022-08-24,30431.21,USD,OR
18598,1671,2022-08-24,32738.33,USD,OR
18599,4893,2022-08-24,115012.23,USD,OR
18600,3662,2022-08-24,21301.55,USD,OR
18601,121,2022-08-24,17707.41,USD,OR
18602,2904,2022-08-24,7639.22,USD,OR
18603,4058,2022-08-24,23392.44,USD,OR
18604,1409,2022-08-24,18405.3,USD,OR
18605,1050,2022-08-24,17286.74,USD,OR
18606,1255,2022-08-24,43423.43,USD,OR
18607,4370,2022-08-24,10062.28,USD,OR
18608,3013,2022-08-24,39791.57,USD,OR
18609,3130,2022-08-24,142134.7,USD,OR
18610,236,2022-08-24,39429.37,USD,OR
18611,3875,2022-08-24,111959.17,USD,OR
18612,1923,2022-08-24,10740.16,USD,OR
18613,487,2022-08-24,87392.96,USD,OR
18614,181,2022-08-24,8672.58,USD,OR
18615,2775,2022-08-24,252592.21,USD,OR
18616,1603,2022-08-24,54908.86,USD,OR
18617,4227,2022-08-24,41558.51,USD,OR
18618,4266,2022-08-24,39266.0,USD,OR
18619,1303,2022-08-24,20265.89,USD,OR
18620,3814,2022-08-24,5734.63,USD,OR
18621,2074,2022-08-24,66310.45,USD,OR
18622,518,2022-08-24,34335.4,USD,OR
18623,3624,2022-08-24,28981.44,USD,OR
18624,3618,2022-08-24,14198.16,USD,OR
18625,1999,2022-08-24,13118.01,USD,OR
18626,1885,2022-08-24,63868.46,USD,OR
18627,474,2022-08-24,51937.79,USD,OR
18628,1696,2022-08-24,751809.96,USD,OR
18629,2460,2022-08-24,30122.36,USD,OR
18630,3455,2022-08-24,28262.6,USD,OR
18631,4720,2022-08-24,159586.05,USD,OR
18632,506,2022-08-24,29396.13,USD,OR
18633,428,2022-08-24,112583.47,USD,OR
18634,244,2022-08-25,48586.06,USD,OR
18635,2239,2022-08-25,77997.42,USD,OR
18636,2387,2022-08-25,62200.88,USD,OR
18637,374,2022-08-25,36082.72,USD,OR
18638,227,2022-08-25,15258.23,USD,OR
18639,186,2022-08-25,27871.81,USD,OR
18640,2950,2022-08-25,44050.45,USD,OR
18641,471,2022-08-25,52277.04,USD,OR
18642,3103,2022-08-25,24401.48,USD,OR
18643,2595,2022-08-25,14714.77,USD,OR
18644,3596,2022-08-25,19011.3,USD,OR
18645,3657,2022-08-25,122030.85,USD,OR
18646,192,2022-08-25,35270.16,USD,OR
18647,1208,2022-08-25,71215.91,USD,OR
18648,2276,2022-08-25,12866.72,USD,OR
18649,1210,2022-08-25,17914.5,USD,OR
18650,4573,2022-08-25,23095.87,USD,OR
18651,1906,2022-08-25,22813.32,USD,OR
18652,2471,2022-08-25,50922.84,USD,OR
18653,3030,2022-08-25,85779.61,USD,OR
18654,3498,2022-08-25,31526.32,USD,OR
18655,3188,2022-08-25,39223.82,USD,OR
18656,4038,2022-08-25,100947.98,USD,OR
18657,2476,2022-08-25,33907.33,USD,OR
18658,1701,2022-08-25,64743.69,USD,OR
18659,2551,2022-08-25,36144.51,USD,OR
18660,3578,2022-08-25,23255.12,USD,OR
18661,3486,2022-08-25,54230.78,USD,OR
18662,1924,2022-08-25,30851.36,USD,OR
18663,2537,2022-08-25,6583.56,USD,OR
18664,421,2022-08-25,4544.53,USD,OR
18665,3330,2022-08-25,14683.94,USD,OR
18666,333,2022-08-25,42602.31,USD,OR
18667,3909,2022-08-25,23920.0,USD,OR
18668,2841,2022-08-25,39794.03,USD,OR
18669,4834,2022-08-25,98913.73,USD,OR
18670,2135,2022-08-25,15348.64,USD,OR
18671,791,2022-08-25,104217.93,USD,OR
18672,4474,2022-08-25,21498.83,USD,OR
18673,3130,2022-08-25,156724.76,USD,OR
18674,3058,2022-08-25,59155.26,USD,OR
18675,2498,2022-08-25,78136.44,USD,OR
18676,4115,2022-08-25,135880.01,USD,OR
18677,4774,2022-08-25,32519.72,USD,OR
18678,2347,2022-08-25,25988.22,USD,OR
18679,4196,2022-08-25,9217.87,USD,OR
18680,201,2022-08-25,45048.57,USD,OR
18681,2190,2022-08-25,47534.47,USD,OR
18682,2072,2022-08-25,39187.25,USD,OR
18683,4754,2022-08-25,20875.13,USD,OR
18684,415,2022-08-25,82605.59,USD,OR
18685,4379,2022-08-25,40902.79,USD,OR
18686,690,2022-08-26,56933.79,USD,OR
18687,1632,2022-08-26,21852.54,USD,OR
18688,4594,2022-08-26,11846.17,USD,OR
18689,3104,2022-08-26,260169.15,USD,OR
18690,1752,2022-08-26,40268.57,USD,OR
18691,2374,2022-08-26,36172.06,USD,OR
18692,4830,2022-08-26,9436.13,USD,OR
18693,4023,2022-08-26,50317.94,USD,OR
18694,202,2022-08-26,35782.89,USD,OR
18695,1701,2022-08-26,88753.32,USD,OR
18696,4720,2022-08-26,145189.71,USD,OR
18697,3233,2022-08-26,155676.85,USD,OR
18698,186,2022-08-26,18257.77,USD,OR
18699,4734,2022-08-26,34704.9,USD,OR
18700,4526,2022-08-26,40810.47,USD,OR
18701,1117,2022-08-26,20435.34,USD,OR
18702,4118,2022-08-26,66975.76,USD,OR
18703,3993,2022-08-26,70292.03,USD,OR
18704,786,2022-08-26,20906.38,USD,OR
18705,788,2022-08-26,15624.3,USD,OR
18706,791,2022-08-26,75039.16,USD,OR
18707,3653,2022-08-26,84351.82,USD,OR
18708,3923,2022-08-26,35316.7,USD,OR
18709,1857,2022-08-26,628952.72,USD,OR
18710,4794,2022-08-26,15400.96,USD,OR
18711,3676,2022-08-26,69535.51,USD,OR
18712,3376,2022-08-26,30047.25,USD,OR
18713,2827,2022-08-26,6939.48,USD,OR
18714,3916,2022-08-26,11129.1,USD,OR
18715,293,2022-08-26,97594.28,USD,OR
18716,274,2022-08-26,68483.52,USD,OR
18717,1214,2022-08-26,74030.18,USD,OR
18718,4252,2022-08-26,59597.05,USD,OR
18719,3204,2022-08-26,15803.29,USD,OR
18720,864,2022-08-26,29285.53,USD,OR
18721,2784,2022-08-26,25793.81,USD,OR
18722,4750,2022-08-26,30647.75,USD,OR
18723,322,2022-08-26,20615.23,USD,OR
18724,2454,2022-08-26,6246.34,USD,OR
18725,1003,2022-08-26,84270.65,USD,OR
18726,209,2022-08-26,12558.91,USD,OR
18727,3587,2022-08-26,12019.21,USD,OR
18728,248,2022-08-26,27753.75,USD,OR
18729,1140,2022-08-26,17988.39,USD,OR
18730,3948,2022-08-26,47603.5,USD,OR
18731,4522,2022-08-26,20348.47,USD,OR
18732,3381,2022-08-26,57103.52,USD,OR
18733,4676,2022-08-26,18302.2,USD,OR
18734,1956,2022-08-26,142051.07,USD,OR
18735,3143,2022-08-26,10170.47,USD,OR
